aaaa   日照時間
edgbqf 塗脂抹粉
edgdeg 塗來塗去
edgess 塗塗改改
edgq   水來土掩
edgsoy 塗改無效
edkhfs 決策當局
edkhro 決策單位
edkjwq 決定因素
edkjym 決定是否
edklob 決非偶然
edkmb  沐猴而冠
edkmmr 決一死戰
edknjo 決不寬貸
edknoy 決不食言
edkozj 決無此事
edmdh  沐雨櫛風
edmqch 渣打銀行
ednqty 剿撫兼施
ednsat 剿匪時期
ednsqr 剿匪抗戰
edomde 漱石枕流
edorte 漱口藥水
eeaaw  沒問題了
eebue  沒骨山水
eebwo  沒臉見人
eecev  沒爹沒娘
eecs   水泥公司
eedeg  沒權沒勢
eedxam 桑給巴爾
eeea   水準測量
eeee   水波盪漾
eeeem  沒法沒天
eeeoa  沒沒無聞
eefg   水深火熱
eefqb  沒精打彩
eefqb  沒精打采
eegeh  沒聲沒息
eehg   水漲船高
eeil   水滿為患
eejew  沒完沒了
eejqj  沒事找事
eekbh  沒有腋毛
eekcs  沒有說的
eekdo  沒有機會
eekeb  沒頭沒腦
eeken  沒大沒小
eekeq  沒有對手
eekes  沒頭沒尾
eekhf  沒有射精
eekhg  沒有興趣
eekip  沒有感情
eekmj  沒有一定
eekml  沒有理由
eeknh  沒有陰毛
eeknq  沒有發生
eekoi  沒有什麼
eekrz  沒有味道
eekwc  沒有話說
eekxs  沒有經驗
eekye  沒有辦法
eekyt  沒有意義
eemj   水滴石穿
eenc   水清可鑑
eenz   水泄不通
eenz   水洩不通
eeon   水清無魚
eepeb  沒心沒肝
eerjlt 洛克斐勒
eerjtt 洛克菲勒
eerng  沒路可走
eernxl 洛陽紙貴
eevego 婆娑起舞
eevevv 婆婆媽媽
eevoh  沒好氣兒
eevwaj 婆羅門教
eeyej  沒親沒故
eeynq  沒戲可拍
eezny  沒齒不忘
eezty  沒齒難忘
efbdav 消極影響
efbgsr 消聲匿跡
efbhde 消息來源
efbhmg 消失下去
efbhmz 消息靈通
efbhna 消愁解悶
efbhqu 消息指出
efblep 消費水平
efbljf 消費資料
efbljj 消費者協會
efbloo 消費合作
efbloo 消費合作社
efblry 消費品市場
efblyg 消費市場
efbnhx 消防系統
efbnkn 消防大隊
efbnnr 消防隊員
efbnor 消防人員
efbnrd 消防器材
efbohx 消化系統
efbomq 消化酵素
efboni 消化不良
efborj 消化器官
efborv 消化吸收
efbqte 消毒藥水
efedd  源源本本
efemd  源源而來
efenv  源源不斷
efenx  源源不絕
effbyz 淡然處之
effeku 淡江大學
effemy 淡水工商
effenf 淡水魚類
effeor 淡淡無味
effkuq 淡大學生
effmor 淡而無味
effoeu 淡入淡出
effoym 淡化處理
effueo 淡出淡入
efhtn  源泉萬斛
efnb   水火不辭
efndj  水火不相容
efnj   水火不容
efop   水火無情
efzes  源遠流長
egdkh  法櫃奇兵
egee   水勢洶湧
egeh   水土流失
egei   水到渠成
eghaa  法律問題
egheee 澎湃洶湧
eghemh 澎湖列島
eghesh 澎湖群島
eghha  法律顧問
eghhh  法律行動
eghhi  法律程序
eghhi  法律行為
eghhj  法律制裁
eghiy  法律咨詢
eghjn  法律事務
eghjnh 法律事務所
eghku  法科大學
eghky  法律知識
eghqb  法律援助
eghqo  法律責任
eghuh  法律學系
eghyk  法律效力
eghzt  法律之前
eghzy  法制建設
egiej  法庭法官
egimmp 法朗西一世
egjagz 準時到達
egjaui 準時出席
egjch  法定公積
egjchc 法定公積金
egje   水土資源
egjhi  法定程序
egjko  法官大人
egjoeh 準備活動
egjol  法定人數
egjom  法定代理
egjomo 法定代理人
egjomo 準備一個
egjomo 準備工作
egjovs 準備好的
egjoyc 準備充分
egjoyr 準備充足
egjoyx 準備就緒
egjoz  法定年齡
egjrmc 準噶爾盆地
egjsoy 準確無誤
egmtf  法西斯黨
egmty  法西斯主
egmtyt 法西斯主義
egnb   水土不服
egnbs  法務部長
egnecn 法不法分子
egnyw  法外施恩
egodd  法人機構
egodo  法人地位
egojd  法人資格
egokd  法例架構
egoq   水土保持
egsgms 法屬圭亞那
egtbmz 溘然而逝
egtji  法蘭克福
egujj  法學博士
egwkto 法國大革命
egwto  法國革命
egxpp  法網恢恢
egyun  法商學院
ehajos 泊車位已
ehdaqo 沙地阿拉伯
ehdx   水利樞紐
ehegd  沙漠高地
eheov  沙沙作響
ehezh  沙漠之舟
ehfdeg 燙來燙去
ehfqut 燙手山芋
ehgkh  沙場老兵
ehgkv  沙場老將
ehhaqo 沙特阿拉伯
ehhda  沙烏地阿
ehhex  沙盤演練
ehhaq  沙特阿拉
ehhqe  沙盤推演
ehiezl 汎汎之輩
ehithj 汎美航空
ehityt 汎美主義
ehkaku 澳門大學
ehkics 沃台公司
ehkkhm 澳大利亞
ehkkhm 澳大利亞人
ehkoee 澳人治澳
ehkwhw 沃野千里
ehkwpw 沃野平疇
ehlec  沙裡淘金
ehmh   水利工程
ehnsxm 瀏覽網頁
ehpdeg 添來添去
ehpdst 添枝加葉
ehpesm 添油加醋
ehreee 活活潑潑
ehreqh 活潑生動
ehrhgh 活動場所
ehrhhw 活動範圍
ehrhik 活動能力
ehrhlp 活動中心
ehrhmb 活動項目
ehrhon 活動份子
ehrhqo 活動提供
ehrjhs 活字印刷
ehrkye 活力充沛
ehrlhs 活版印刷
ehrmei 活靈活現
ehrnmg 活不下去
ehroms 活命要緊
ehrooh 活人無算
ehrool 活人無數
ehrowo 活命恩人
ehrpef 活性染料
ehrplp 活性中心
ehrrbr 活蹦亂跳
ehrrnr 活蹦鮮跳
ehrtkg 活期存款
ehrtot 活期儲蓄
ehrvqh 活剝生吞
ehrwtz 活罪難逃
ehryei 活龍活現
ehtdeg 盪來盪去
ehtozb 盪氣迴腸
ehudeg 洗來洗去
ehuemm 洗洗弄弄
ehugmj 洗劫一空
ehuptm 洗心革面
ehuqnj 洗手不幹
ehusqs 洗耳靜聽
ehusts 洗耳恭聽
ehvhbn 派兵助陣
ehvhmq 派兵攻打
ehvois 派人參加
ehvris 派員參加
ehvwis 派團參加
ehvybg 派上用場
ehwfjy 沙田火車站
ehwgz  沙田坳道
ehwjgp 潘安再世
ehwjip 沙田博康邨
ehwjyw 沙田車站圍
ehwsg  沙田馬場
ehwylp 沙田市中心
ehyyt  沙文主義
ehzeiv 泛濫成災
ehzezc 泛泛之交
ehzezl 泛泛之輩
ehzlyt 泛非主義
ehzncd 泛函分析
ehztef 泛著淚光
ehzy   水利建設
eibdys 浦東新區
eiejbn 渡輪服務
eiejsk 渡輪碼頭
eiezta 渡過難關
eifahj 滅門血案
eifazi 滅門之禍
eifbm  叉燒乳豬
eifmzv 滅頂之災
eifxop 滅絕人性
eiiaap 淺顯易懂
eiieec 淺海漁業
eiietm 淺海養殖
eiifjz 淺嘗輒止
eiimaw 淺而易見
eiitor 淺斟低唱
eilnnn 洲際飛彈
eilnzn 洲際導彈
eimhah 減利得稅
eimheh 減租減息
eimhoj 減稅優惠
eimjyc 減輕處分
eimlcm 減數分裂
eimlpd 減幅也頗大
eimmed 減壓水槽
eimmee 減壓渣油
eimmto 減壓蒸餾
eimoaa 減價時間
eimouo 減價出售
eimq   水磨工夫
eimtjr 減薪裁員潮
eimzph 減速慢行
eimzzh 減速運動
eineee 泳灘游泳
eineeh 泳灘水質
einehx 泳灘等級
eineoa 泳灘今日
einepq 泳灘包括
einese 泳灘的水質
einvsm 泳裝展示會
eirbzz 治軍之道
eirfdy 治家格言
eirjda 治安機關
eirjhr 治喪委員
eirjhr 治喪委員會
eirjor 治安人員
eirkio 治病救人
eirmdp 治理整頓
eirned 治外法權
eirwoo 治罪條例
eirwpm 治國平天下
eirxod 治絲愈棼
eiveee 浪潮洶湧
eiveva 浪瀾壯闊
eiveyt 浪漫主義
eivlaa 浪費時間
eivlip 浪費成性
eivnwk 浪子回頭
eivrme 浪跡天涯
eivtnm 浪蕩子式
eivtwe 浪花四濺
ejbecr 湖濱公路
ejbfun 湖光山色
ejcatw 濱景花園
ejcecr 濱海公路
ejcecr 濱湖公路
ejcecw 濱河公園
ejcgcr 滇越鐵路
ejcmxc 滇西縱谷
ejcske 濱臨大海
ejcxcr 滇緬公路
ejfeee 淙淙流水
ejlmkn 漸露頭角
ejloog 漸入佳境
ejnh   水輪發動
ejnhd  水輪發動機
ejnm   水輪發電
ejnmd  水輪發電機
ejreso 溶液聚合
ejrnch 沽名釣譽
ejseeu 渤海海峽
ejveee 淒淒涼涼
ejvepp 淒淒切切
ejvepp 淒淒慘慘
ejvhtm 淒風苦雨
ejvpho 淒切動人
ejvznq 淒迷不振
ekbhnh 滯留不歸
ekbsth 滯礙難行
ekens  激盪不已
ekeqe  激濁揚清
ekfaq  激光照排
ekfett 潦潦草草
ekgol  激增人數
ekhop  激動人心
ekitqy 汰舊換新
ekje   水力資源
ekmdh  激勵機制
ekngd  激發起來
eknm   水力發電
eknmi  水力發電廠
eknt   水力負荷
ekstp  激於義憤
ekzon  激進份子
elcnib 潰不成軍
elcnn  沖鋒陷陣
eldeg  沖來沖去
eleal  沖洗照片
elegn  沖決堤防
elhpm  沖積平原
eljdp  沖擊韌性
elkekw 泱泱大國
elneqq 沸沸揚揚
elqakd 津巴布韋
elqb   水中捉月
elqb   水中撈月
elqecr 津浦鐵路
elqekr 津津有味
elqevz 津津樂道
eluaoo 沈得住氣
elueen 沈湎酒色
elueud 沈澱出來
elunoo 沈不住氣
eluntm 沈魚落雁
eluqmd 沈靜下來
eluwhj 沈思往事
eluwjy 沈默寡言
eluwnm 沈睡不醒
eluwny 沈默不語
eluznm 沈迷不醒
elwbey 油腔滑調
elwbmq 油然而生
elwegj 油漆未乾
elwfas 油尖旺區
elwfem 油光滿面
elwfoh 油料作物
elwitf 油麻菜籽
elwkeb 油頭滑腦
elwkfm 油頭粉面
elwreh 油嘴滑舌
elwshd 油加利樹
elwsvm 油鹽醬醋
emahwo 潛移默化
emdck  江東父老
emeam  江河日下
emejh  江洲車兒
emeke  江洋大盜
emeod  江湖氣概
emepm  江漢平原
emeryi 江澤民主席
emfdeg 漂來漂去
emfenj 漂流不定
emfeyy 漂漂亮亮
emfeze 漂洋過海
emfygd 漂亮起來
emgees 溼淋淋的
emgees 溼漉漉的
emgeke 汪洋大海
emgeyq 湮滅證據
emgsoq 汪長智先生
emhh   水面艦艇
emhhzg 鴻鵠之志
emhiym 鴻福齊天
emhmol 鴻雁傳書
emhmyr 鴻雁哀鳴
emhnbb 鴻飛冥冥
emhwks 鴻圖大展
emidl  江郎才盡
emjds  江南地區
emjeel 汗流浹背
emjeem 汗流滿面
emjevm 汗流如雨
emjhyd 汗牛充棟
emjsmf 汗馬功勞
emjvmm 汗如雨下
emlds  江北地區
emmeca 涇渭分明
emmenc 涇渭不分
emmn   水天一色
emmt   水電瓦斯
emmtl  水電瓦斯費
empeqd 灑水掃地
empqie 灑掃應對
emrbdr 河貝村路口
emrdkr 河東獅吼
emrds  江口地區
emream 河汾門下
emrecw 河濱公園
emreea 河清海晏
emrmgi 河西走廊
emrnah 河外星系
emrwel 河圖洛書
emrzjh 河邊南街
emrzjr 河邊南路
emrzlh 河邊北街
emrzlr 河邊北路
emsemg 污染環境
emseym 污水處理
emsfzz 污糟邋遢
emshng 污穢不堪
emswl  江翠國中
emswn  江翠國小
emsyhy 污言穢語
emuas  江山易改
emuto  江山美人
emweod 酒池肉林
emwflq 酒精中毒
emwfrf 酒精噴燈
emwjod 酒囊飯桶
emwjoo 酒囊飯袋
emwmew 酒釀湯圓
emwmsg 酒酣耳熱
emwnbo 酒色財氣
emwnmo 酒不醉人
emwnzh 酒色之徒
emwobk 酒肉朋友
emwoem 酒氣沖天
emwohf 酒肉和尚
emwohm 酒氣衝天
emwoho 酒氣熏人
emwroo 酒足飯飽
emwten 酒井法子
emwvbp 酒後亂性
emwvhi 酒後失態
emwvhy 酒後失言
emwvrj 酒後吐真言
emwzks 酒逢知己
emwzmz 酒過三巡
emys   水壓試驗
emzeqq 瀝瀝拉拉
enatw  灣景花園
encz   水陸交通
endfdh 染料植物
endnji 染色牢度
eneeff 汲汲營營
enevwh 潑婦罵街
enewue 潑墨山水
enfcah 漁翁得利
enfoah 漁人得利
enfozh 漁人之利
enhi   水解反應
enkbih 渙然冰釋
enmb   水陸兩用
enmd   水陸兩棲
enob   水解作用
enosk  灣仔碼頭
enouz  灣仔峽遁
enozhg 灣仔運動埸
enrbyz 澹然處之
ensb   水陸聯用
ensypd 湧上心來
entz   水陸並進
enujik 涵容能力
enveeo 漲潮水位
enverr 漲漲跌跌
envkgd 漲大起來
envohc 漲價歸公
envrmi 漲跌互現
envrmw 漲跌互見
envtgo 漲落起伏
envxwb 漲紅了臉
envzwk 漲過了頭
eobbeb 淪肌浹髓
eobohi 淪入風塵
eoboyq 淪入敵手
eobthk 淪落街頭
eoejt  漢法字典
eoetwt 漢滿蒙回藏
eoeyt  漢法詞典
eohev  漢兵漢將
eohft  水份和營養
eohjt  漢德字典
eohyt  漢德詞典
eoimo  漢唐兩代
eojjo  漢字輸入
eolcd  漢中盆地
eomjoe 漢元輸入法
eonent 汽油引擎
eonjnm 汽輪發電
eonjnm 汽輪發電機
eonjyi 汽車旅社
eonjyo 汽車旅館
eonmtq 汽電共生
eonnc  漢彌登鐘
eorlhs 咎由自取
eoseew 滄海桑田
eosemm 滄海一粟
eosezm 滄海遺珠
eotbcg 盜用公款
eotbt  漢英辭典
eotgch 盜賣公物
eotjt  漢英字典
eotwim 盜壘成功
eotykz 盜亦有道
eotyt  漢英詞典
eovgk  漢奸走狗
eoyaas 海關關長
eoyamj 海闊天空
eoyaor 海關人員
eoyaxw 海關總署
eoybbj 海軍軍官
eoybjd 海軍官校
eoybnr 海軍陸戰
eoybnr 海軍陸戰隊
eoybsn 海軍醫院
eoybtd 海軍基地
eoydmf 海枯石爛
eoydth 海地共和
eoydth 海地共和國
eoydtw 海柏花園
eoyecr 海濱公路
eoyecw 海洋公園
eoyeec 海洋漁業
eoyeeg 海水浴場
eoyeeg 海濱浴場
eoyeem 海浪滔天
eoyeeo 海水淡化廠
eoyehi 海盜行為
eoyeig 海濱廣場
eoyeku 海洋大學
eoyeoo 海洋氣候
eoyepo 海洋性氣候
eoyeqh 海洋生物
eoyesg 海濱長堤
eoyetw 海濱花園
eoyeun 海洋學院
eoyeyg 海洋劇場
eoygdr 海壩村民宅
eoygyq 海埔新生
eoygyq 海埔新生地
eoyhok 海德堡大學
eoyinz 海底隧道
eoyiqb 海底撈月
eoyiqc 海底撈針
eoyjei 海事法庭
eoyjey 海事水產
eoyjih 海事專科
eoyjoj 海事仲裁
eoyjsc 海事職業
eoynbn 海防部隊
eoynha 海外貿易
eoynky 海鮮大餐
eoynme 海角天涯
eoynmv 海角一樂園
eoynob 海外僑胞
eoynqe 海不揚波
eoynqj 海外投資
eoyntc 海外基金
eoynto 海外華人
eoynuo 海外學人
eoynwf 海外國家
eoyoen 海內海外
eoyokk 海內存知己
eoyout 海倫凱勒
eoypfh 海怡半島
eoyqdh 海生植物
eoyqua 海誓山盟
eoyqy  漢語拼音
eoyrum 海味山珍
eoysny 海鷗飛處
eoyucr 海岸公路
eoyucw 海岸公園
eoyucw 海岸公園的
eoyumu 海峽兩岸
eoyuub 海岸山脈
eoyuwl 海山國中
eoyylh 海上畫舫
eoyymd 海市蜃樓
eoyyon 海上保險
eoyytm 海上花列傳
eoyyzj 海上運輸
eoyzcs 海運公司
eoyzyw 海逸豪園
epdnzm 池魚之殃
epdt   水性楊花
ephsnh 泌尿外科
epkeee 洶湧澎湃
epopb  沁人心脾
epteee 泄泄汨汨
epteee 泄泄沓沓
epuetb 泡洋塑膠
epuetf 泡沫塑料
epuexe 泡沫經濟
epuext 泡沫紅茶
epvc   水平如鏡
eqaqr  對日抗戰
eqbtw  對胺苯甲
eqcnc  對錯不分
eqdeg  對來對去
eqdek  對刺激有
eqdh   水生植物
eqebd  對準目標
eqefm  對酒當歌
eqfhho 潔身自愛
eqfhhv 潔身自好
eqfhok 潔白無疵
eqfhom 潔白無瑕
eqfhvm 潔白如玉
eqhao  對等關係
eqhcf  對簿公堂
eqhes  對香港的
eqhh   水生動物
eqhlp  對稱中心
eqhne  對與不對
eqhnm  對牛彈琴
eqhox  對等條約
eqhve  對答如流
eqiudc 對我們來說
eqjhj  對空射擊
eqjneo 對事不對人
eqkkmg 湊在一起
eqkmt  對症下藥
eqknud 湊不出來
eqlmpm 浙西平原
eqlnl  對數函數
eqlyh  對數方程
eqmnq  對天發誓
eqnay  對外開放
eqnha  對外貿易
eqnmh  對外政策
eqnxh  對外經貿
eqoej  對人對事
eqogd  對合起來
eqomh  對內政策
eqonej 對人不對事
eqqmw  對看一眼
eqqpyg 對抗性立場
eqrbmo 浩然正氣
eqrbzo 浩然之氣
eqrdg  對口相聲
eqreee 浩浩湯湯
eqreee 浩浩盪盪
eqreoe 浩瀚無涯
eqrett 浩浩蕩蕩
eqroi  對號入座
eqrpj  對號快車
eqrvfe 浩如煙海
eqrvfo 浩如煙氣
eqtmm  對苯二酚
eqtmw  對苯二甲
eqtmwm 對苯二甲酸
eqwhez 對話和溝通
eqwknl 對男友不忠
eqyhx  對講系統
eqymo  對上一個
eqymo  對方一個
eqymw  對望一眼
eqynl  對你不忠
eqysmi 對方的要求
eqyxm  對立統一
eraes  各闖各的
eraiz  各顯神通
erath  各得其所
erbehc 涓滴歸公
erbeie 涓滴成河
erbexe 涓涓細流
erbhn  各具特色
erces  各說各的
ercew  各說各話
erges  各走各的
ergmy  各執一詞
ergsw  各執己見
erhec  各行各業
erheh  各種活動
erhet  各種各樣
erhez  各種渠道
erhfm  各種類型
erhim  各自為政
erhjp  各種事情
erhmm  各種形式
erhqd  各種規格
erhty  各行其是
erhwp  各向異性
erhwt  各種困難
erhym  各種方式
eridj  各憑本事
erjsj  各安職守
erkbn  各有勝負
erkgy  各大城市
erkhh  各有千秋
erkhn  各有特色
erkhs  各有所長
erkhv  各有所好
erkjy  各有輸贏
erknb  各有不同
erkth  各奔前程
erlhi  各盡所能
ermem  各型各式
ermen  各形各色
ermet  各式各樣
ermmo  各項工作
ermqy  各項措施
erndb  各不相同
erndy  各不相謀
erndy  各不相讓
ernet  各色各樣
erobk  各位朋友
erods  各個地區
eroes  各付各的
erogj  各位嘉賓
erohs  各領風騷
erojs  各個擊破
erokh  各位老師
eromd  各創一格
eroog  各個領域
erooq  各位代表
erooz  各位領導
eroqq  各位先生
erosyw 各位的意見
eroym  各個方面
erpes  各忙各的
erphb  各懷鬼胎
erqes  各搞各的
erqsw  各抒己見
erqsw  各持己見
erqtv  各投其好
erros  各路人馬
ershm  各取所需
ersts  各司其職
ervtm  各如其面
ervto  各如其人
erwoj  各界人士
erxfh  各級黨委
erxjb  各級幹部
erxmi  各級政府
erxoz  各級領導
erxxx  各級組織
eryah  各立門戶
eryeo  各就各位
eryes  各講各的
eryms  各方面的
eryoj  各方人士
eryor  各族人民
eryqr  各謀生路
eryur  各謀出路
erywb  各方矚目
erzj   水路運輸
erzsw  各述己見
erztz  各適其適
esbbze 漏財之源
esbemu 漏洞百出
esbxzn 漏網之魚
esdeee 潺潺流水
eseoku 浸會大學
eseosn 浸會醫院
espeng 泥濘不堪
espeom 泥沙俱下
esphoe 泥牛入海
esptdb 泥塑木雕
espttz 泥菩薩過江
espttz 泥菩薩過河
esredk 沼澤地帶
estbsd 濫用職權
esthyl 濫竽充數
estkoj 濫殺無辜
estodd 濫伐林木
estseo 濫砍濫伐
estynb 濫調陳腔
esuch  匯豐銀行
esueiv 氾濫成災
eswdeg 溜來溜去
eswzkg 溜之大吉
esxyy  匯編語言
esytj  匯率差額
etbbdo 滿臉橫肉
etbbgh 滿腔熱血
etbbgp 滿腔熱情
etbbhm 滿臉風霜
etbbjs 滿腹牢騷
etbbkk 滿目瘡痍
etbbnf 滿肚子火
etbbpj 滿腹心事
etbbpm 滿腹心酸
etbbpm 滿腹疑雲
etbbxx 滿腹經綸
etbbyy 滿腹文章
etbbzx 滿臉通紅
etbeao 滿清時代
etbedo 滿清末年
etbemy 溯江而上
etbemy 溯流而上
etbeoi 滿漢全席
etbeyw 滿清帝國
etbgec 滿坑滿谷
etbghm 滿城風雨
etbhye 滿身是汗
etbhyh 滿身是血
etbjmh 滿載而歸
etbkke 滿頭大汗
etbmay 滿天星斗
etbmhj 滿面笑容
etbmko 滿面殺氣
etbmqh 滿面春風
etbmvj 滿面怒容
etbney 滿不滿意
etbnkh 滿不在乎
etbpky 滿懷希望
etbpop 滿懷信心
etbptg 滿心歡喜
etbqye 滿手是汗
etbqyh 滿手是血
etbrbw 滿口髒話
etbrgy 滿嘴都是
etbrhi 滿口答應
etbrjc 滿口胡說
etbrjq 滿口胡扯
etbrmi 滿足要求
etbrsj 滿足長者
etbuec 滿山滿谷
etbuzw 滿山遍野
etbwqn 滿園春色
etbyhi 滿意程度
etbzhz 溝通管道
etceil 洪水為患
etcekr 洪水猛獸
etcgqt 洪都拉斯
etciaq 洪祖星先生
etciym 洪福齊天
etctao 洪荒時代
etctat 洪荒時期
etctpw 洪荒世界
etdes  洋槍洋砲
etdlu  洋相盡出
etdmu  洋相百出
eteay  洋洋得意
eteee  洋洋灑灑
eteety 洋涇濱英語
eteha  洋洋自得
etekt  洋洋大觀
eteqy  洋法生產
etgdeg 灌來灌去
etgeez 灌溉渠道
etgehx 灌溉系統
etgemh 灌溉工程
etgemh 灌溉面積
etgknd 灘頭陣地
etijon 滋事份子
etilb  洋為中用
etilor 滋補食品
etiltr 滋補藥品
etiqjy 滋生事端
etkbyz 漠然處之
etknap 漠不關心
etknda 漠不相關
etlehv 瀟灑自如
etmu   水落石出
etnmts 湔雪前恥
etnzh  洋務運動
etoexm 濛濛細雨
etojr  洋氣十足
ettsyq 溢於言表
etttzy 溢美之詞
etueds 港海地區
etueds 港澳地區
etueql 港匯指數
etuesk 港澳碼頭
etugym 港都夜雨
etuids 港台地區
etunsy 港務監督
etuoee 港人治港
eturgy 港口城市
etvakw 濃眉大眼
etvezl 濃淡適中
etvmjo 濃雲密佈
etvmjo 濃霧密佈
etvmnm 濃而不烈
etvpjy 濃情密意
etvpjy 濃情蜜意
etvqu  洋奴哲學
etvttj 濃蔭蔽空
etvttm 濃蔭蔽天
etvvuq 濃妝艷抹
etvvuq 濃妝豔抹
etvvuq 濃裝豔抹
etwe   水花四濺
euagb  流星趕月
eubhk  流體動力
eubhku 流體動力學
eubic  流體冶金
eubich 流體冶金術
eubku  流體力學
eubqk  流體靜力
eubqku 流體靜力學
eudeg  流來流去
euehm  流水行雲
eueni  流水不腐
eueoc  流水作業
eueop  流水無情
euerr  流涎咽唾
eueud  流洩出來
euhgd  流行起來
euhhh  流血犧牲
euhhj  流血衝突
euhhn  流風所及
euhhr  流動戶口
euhjc  流動資金
euhjd  流動資本
euhjo  流血事件
euhjy  流動資產
euhku  流動力學
euhmw  流行歌曲
euhmx  流血政變
euhoh  流質食物
euhor  流動人口
euhpia 流行性感冒
euhpy  流動比率
eumed  流下淚來
eumud  流露出來
euoad  流傳開來
euoku  流傳力學
euomg  流傳下去
euonh  流年不利
euovp  流傳後世
eusmm  流於形式
eutmp  流芳百世
eutov  流落他鄉
eutwv  流落異鄉
euxeh  流網漁船
euyen  流亡海外
euyhh  流離失所
euyje  流離顛沛
euyly  流言蜚語
euymi  流亡政府
euymx  流產政變
euyow  流氓集團
euywn  流亡國外
euzez  流通渠道
euzlb  流通費用
euzog  流通領域
euzqh  流通手段
euzud  流通出來
euzyf  流通證券
euzyz  流連忘返
evew   水鄉澤國
ewbeeg 渭河流域
eweem  淚流滿面
eweje  淚水直流
ewhett 渺渺茫茫
ewhnrz 渺不足道
ewhoky 渺無希望
ewhoof 渺無人煙
ewhorr 渺無蹤跡
ewhtoy 渺茫無望
ewjem  淚容滿面
ewmel  淚下沾襟
ewoemz 泅水而過
ewtaoa 溫暖人間
ewtbmo 溫體豬肉
ewtehh 溫溫和和
ewthth 溫徹斯特
ewtidi 溫度梯度
ewtjdh 溫室植物
ewtjky 溫故知新
ewtjth 溫室花朵
ewtjyi 溫室效應
ewtkdh 溫帶植物
ewtkoo 溫帶氣候
ewtnym 溫柔敦厚
ewtpeo 溫情滿人間
ewtsmy 溫習功課
ewttcq 溫莎公爵
ewttky 溫舊知新
ewtymm 溫文爾雅
ewtyom 溫文儒雅
ewvhe  淚如泉湧
ewvmm  淚如雨下
ewwee  淚眼汪汪
eyame  冬暖夏涼
eybehh 滴滴答答
eybeii 滴水成冰
eybejm 滴水穿石
eybene 滴水不漏
eybene 滴酒不沾
eybhov 滴答作響
eybrhq 滴哩答拉
eydbsp 游目騁懷
eyddeg 游來游去
eyddow 游標位置
eyddys 游標卡尺
eydhry 游牧民族
eydhu  水文地質學
eydjee 游資氾濫
eydjnr 游擊隊員
eydmu  水文地理學
eydqiw 游手恣睢
eydqva 游手好閑
eydqva 游手好閒
eydsko 游刃有餘
eydyod 游談無根
eydyon 游離份子
eydytn 游離基子
eyfekk 涼涼爽爽
eyfepp 涼涼快快
eyfhhh 涼血動物
eyfhnn 涼風陣陣
eyfhss 涼風習習
eyfwfj 涼了半截
eygh   水文地質
eyghjy 注重實效
eygyhr 注音符號
eygyjm 注意事項
eygyjw 注音字母
eyhpw  冬季世界
eyibce 泫然欲淚
eyje   水產資源
eykbff 液體燃料
eykbhk 液體動力
eykbhk 液體動力學
eykbvi 液體狀態
eykijo 液態空氣
eykkoh 液力傳動
eylceo 濟公活佛
eylebj 濟濟多士
eylemf 濟濟一堂
eylfaz 濟燃眉之急
eylmt  冬蟲夏草
eylnqo 濟弱扶傾
eymk   水調歌頭
eynd   水上飛機
eynemo 沆瀣一氣
eynh   水上飛行
eyof   水上人家
eyoie  冬令救濟
eyon   水上保險
eypzpk 濾過性病毒
eypzpq 濾過性毒
eyrehg 沾沾自喜
eyreso 沾染習氣
eyrnyz 沾不上邊
eyrttt 沾花惹草
eyrykj 沾親帶故
eysekm 滂沱大雨
eytj   水上警察
eytnig 泣不成聲
eyud   水產學校
eyvdeg 滾來滾去
eyvdjn 滾柱軸承
eyvemd 滾滾而來
eyvexi 滾滾紅塵
eyvhfy 滾瓜爛熟
eyvhiq 滾動摩擦
eyvhjn 滾動軸承
eyvimw 滾成一團
eyvmjn 滾珠軸承
eyvmnj 滾珠承軸
eyvw   水上樂園
eyzh   水上運動
ezbqj  演辭撰寫
ezcsxg 瀕於絕境
ezcsxg 瀕臨絕境
ezcsxh 瀕於絕種
ezcsxh 瀕臨絕種
ezeyr  演對戲路
ezhemh 涉水而行
ezhemz 涉水而過
ezheze 涉水過河
ezhpge 涉世未深
ezhpne 涉世不深
ezhrtt 涉足花叢
ezhvoe 涉嫌貪污
eztgh  演藝場所
eztjc  演藝事業
eztun  演藝學院
ezypj  演講比賽
ezzddb 涎皮賴臉
faefjo 爆炸事件
faehgd 爆笑起來
faemft 爆玉米花
faesnx 爆破小組
fagood 糧食價格
fagooh 糧食作物
fagooi 糧食供應
famj   火冒三丈
fawmve 爛醉如泥
fbadfg 嘗來嘗去
fbcdfg 賞來賞去
fbcppb 賞心悅目
fbcppj 賞心悅事
fbcthh 賞花季節
fbcwca 賞罰分明
fbcwra 賞罰嚴明
fbeo   火腿漢堡
fbeyoo 煖衣飽食
fbfazn 燃眉之急
fbffgd 燃熾起來
fbffmc 燃料工業
fbfojd 燃氣輪機
fbfojd 燃氣輪機車
fbfytf 燃放鞭炮
fbgfhh 堂堂皇皇
fbgfmm 堂堂正正
fbgmhz 堂而皇之
fbkshc 敝帚千金
fbkshm 敝帚自珍
fbmae  火腿三明治
fbmakw 粗眉大眼
fbmbdy 粗腔橫調
fbmbqd 粗具規模
fbmdkt 粗枝大葉
fbmfxx 粗粗細細
fbmgao 粗聲暴氣
fbmgfo 粗聲粗氣
fbmhez 粗製濫造
